date,time,place,latitude,longitude,depth,magnitude,sindo
2018/12/04,04:15:18.9,岩手県沖,39°11.8′N,142°22.6′E,34 km,4.5,2
2018/12/04,03:53:02.2,茨城県南部,36°05.5′N,139°51.0′E,51 km,3.2,1
2018/12/04,02:57:59.1,沖縄本島近海,26°47.7′N,128°24.6′E,31 km,3.2,1
2018/12/04,01:20:23.8,群馬県北部,36°55.5′N,139°19.6′E,7 km,1.9,1
2018/12/03,23:41:47.5,埼玉県秩父地方,35°59.0′N,139°07.5′E,12 km,2.9,2
2018/12/03,23:13:36.7,福岡県筑後地方,33°07.4′N,130°27.1′E,11 km,3.1,1
2018/12/03,20:27:03.2,沖縄本島近海,26°25.6′N,127°07.7′E,14 km,2.4,1
2018/12/03,19:00:59.3,新潟県下越沖,38°27.2′N,139°10.2′E,7 km,3.3,1
2018/12/03,17:15:17.4,青森県東方沖,40°51.9′N,141°25.0′E,87 km,4.6,3
2018/12/03,17:08:23.1,和歌山県北部,33°51.9′N,135°24.4′E,48 km,4.0,3
2018/12/03,11:45:57.1,岩手県沖,39°04.2′N,142°08.6′E,51 km,3.8,2
2018/12/03,04:33:10.2,長野県南部,35°50.4′N,137°36.5′E,7 km,2.1,1
2018/12/03,04:01:21.2,宮城県沖,38°10.2′N,141°40.1′E,50 km,3.5,1
2018/12/02,20:04:35.3,岐阜県飛騨地方,36°13.5′N,137°33.1′E,4 km,1.6,1
2018/12/02,19:09:15.9,根室半島南東沖,43°01.3′N,145°50.9′E,43 km,4.2,2
2018/12/02,15:20:50.0,宮城県沖,38°18.1′N,141°50.9′E,46 km,3.7,1
2018/12/02,11:04:13.5,茨城県北部,36°45.2′N,140°31.4′E,72 km,3.7,2
2018/12/02,08:53:38.3,福島県沖,37°17.0′N,141°38.3′E,45 km,3.5,1
2018/12/01,18:56:23.8,釧路沖,42°59.0′N,145°24.0′E,48 km,3.9,2
2018/12/01,16:21:02.5,宮城県沖,38°21.6′N,141°45.6′E,57 km,3.6,1
2018/11/30,15:06:14.9,岐阜県飛騨地方,36°13.6′N,137°33.8′E,4 km,1.9,1
2018/11/30,02:47:44.0,日向灘,32°41.7′N,131°58.2′E,16 km,3.6,1
2018/11/30,00:32:35.5,岐阜県飛騨地方,36°13.4′N,137°33.4′E,4 km,1.9,1
2018/11/29,18:45:03.7,胆振地方中東部,42°41.8′N,141°57.8′E,30 km,2.9,2
2018/11/29,14:02:47.3,福島県会津,36°58.0′N,139°22.0′E,4 km,2.3,1
2018/11/29,13:38:52.2,トカラ列島近海,29°54.0′N,129°54.2′E,8 km,2.3,2
2018/11/29,13:29:39.1,浦河沖,41°54.8′N,142°19.8′E,71 km,3.6,1
2018/11/29,11:30:42.3,岩手県内陸北部,39°53.7′N,140°54.0′E,8 km,3.0,1
2018/11/29,09:54:47.0,茨城県沖,36°19.8′N,140°52.4′E,44 km,3.2,1
2018/11/29,05:39:41.2,宮城県沖,38°43.3′N,142°15.2′E,38 km,3.9,1
2018/11/29,03:15:43.2,群馬県南部,36°33.5′N,139°22.0′E,7 km,2.6,1
2018/11/29,02:53:11.2,トカラ列島近海,29°53.1′N,129°55.4′E,8 km,1.6,1
2018/11/29,02:49:21.7,茨城県北部,36°37.8′N,140°38.3′E,9 km,2.8,2
2018/11/29,00:37:59.0,茨城県南部,35°59.9′N,140°13.0′E,40 km,3.0,1
2018/11/28,20:14:54.7,茨城県沖,36°26.5′N,141°00.4′E,46 km,4.5,3
2018/11/28,14:32:20.4,京都府南部,35°07.0′N,135°28.7′E,11 km,3.2,1
2018/11/28,11:42:41.1,岐阜県飛騨地方,36°13.5′N,137°33.5′E,4 km,2.1,1
2018/11/28,11:23:24.5,青森県東方沖,41°20.2′N,143°13.3′E,11 km,5.7,3
2018/11/28,11:13:00.7,胆振地方中東部,42°41.2′N,141°59.3′E,33 km,3.1,1
2018/11/28,06:31:30.4,岩手県沖,40°21.1′N,142°48.8′E,25 km,4.1,1
2018/11/27,22:40:12.4,長野県南部,35°23.4′N,137°46.7′E,16 km,3.1,1
2018/11/27,22:16:36.8,伊豆半島東方沖,34°51.2′N,139°15.5′E,11 km,3.1,2
2018/11/27,11:36:18.8,岐阜県美濃中西部,35°49.0′N,137°00.0′E,11 km,2.8,1
2018/11/27,10:01:42.9,岐阜県飛騨地方,36°13.6′N,137°33.5′E,5 km,2.1,1
2018/11/27,08:33:51.1,茨城県南部,36°04.3′N,139°51.8′E,44 km,5.0,4
2018/11/27,07:58:15.6,茨城県沖,36°47.2′N,141°21.0′E,44 km,4.2,1
2018/11/27,07:26:37.5,福島県沖,37°23.0′N,141°44.5′E,43 km,4.1,2
2018/11/26,22:04:01.7,宮城県沖,38°54.9′N,141°56.1′E,51 km,3.9,2
2018/11/26,19:52:18.1,熊本県天草・芦北地方,32°14.8′N,130°32.6′E,7 km,2.1,1
2018/11/26,19:05:08.2,茨城県沖,36°10.7′N,140°55.9′E,44 km,3.9,2
2018/11/26,18:01:03.1,岩手県沖,40°06.4′N,142°25.8′E,36 km,3.8,1
2018/11/26,17:40:46.1,岐阜県飛騨地方,36°13.5′N,137°33.5′E,4 km,2.0,1
2018/11/26,13:42:52.3,岐阜県飛騨地方,36°13.9′N,137°33.8′E,4 km,2.5,1
2018/11/26,10:21:41.4,岐阜県飛騨地方,36°13.6′N,137°33.8′E,4 km,2.6,2
2018/11/26,04:25:59.6,岐阜県飛騨地方,36°13.5′N,137°33.5′E,4 km,1.9,1
2018/11/26,00:52:00.9,沖縄本島近海,27°14.6′N,128°55.2′E,23 km,3.8,1
2018/11/25,20:58:39.8,岐阜県飛騨地方,36°13.5′N,137°33.5′E,4 km,1.7,1
2018/11/25,20:45:13.6,岐阜県飛騨地方,36°13.5′N,137°33.9′E,4 km,2.2,1
2018/11/25,19:10:16.5,岐阜県飛騨地方,36°13.5′N,137°34.0′E,4 km,2.1,1
2018/11/25,18:19:03.9,徳島県南部,33°55.3′N,134°34.4′E,42 km,4.1,3
2018/11/25,16:27:15.1,福島県会津,36°58.0′N,139°21.9′E,5 km,2.5,1
2018/11/25,15:44:50.5,岐阜県飛騨地方,36°13.5′N,137°33.6′E,4 km,2.6,2
2018/11/25,10:41:39.4,岐阜県飛騨地方,36°13.6′N,137°33.9′E,4 km,2.9,2
2018/11/25,07:46:34.9,宮城県沖,38°58.0′N,142°26.6′E,34 km,4.1,2
2018/11/25,06:18:31.0,岐阜県飛騨地方,36°14.4′N,137°34.5′E,4 km,2.1,1
2018/11/25,06:02:37.4,岐阜県飛騨地方,36°13.6′N,137°33.9′E,4 km,2.4,1
2018/11/25,05:02:03.3,岐阜県飛騨地方,36°13.8′N,137°34.0′E,4 km,3.1,2
2018/11/25,01:51:55.7,岐阜県飛騨地方,36°13.7′N,137°33.8′E,4 km,2.0,1
2018/11/25,00:42:43.6,岐阜県飛騨地方,36°13.8′N,137°34.1′E,4 km,2.0,1
2018/11/25,00:32:27.3,岐阜県飛騨地方,36°13.5′N,137°33.9′E,4 km,2.9,2
2018/11/24,22:01:30.1,岐阜県飛騨地方,36°13.8′N,137°33.7′E,4 km,2.2,1
2018/11/24,21:56:48.4,岐阜県飛騨地方,36°13.7′N,137°33.8′E,4 km,1.7,1
2018/11/24,21:46:35.5,岐阜県飛騨地方,36°14.4′N,137°34.3′E,4 km,1.9,1
2018/11/24,20:21:12.3,岐阜県飛騨地方,36°13.6′N,137°33.9′E,4 km,2.3,1
2018/11/24,19:36:04.4,岐阜県飛騨地方,36°13.7′N,137°33.7′E,4 km,2.0,1
2018/11/24,19:31:19.6,岐阜県飛騨地方,36°13.8′N,137°34.0′E,4 km,2.0,1
2018/11/24,19:26:10.7,岐阜県飛騨地方,36°13.8′N,137°34.2′E,5 km,1.9,1
2018/11/24,18:56:35.1,新潟県中越地方,37°22.8′N,138°55.7′E,12 km,2.8,1
2018/11/24,18:06:07.9,岐阜県飛騨地方,36°13.6′N,137°34.0′E,4 km,2.6,2
2018/11/24,16:35:31.4,岐阜県飛騨地方,36°13.5′N,137°33.8′E,4 km,2.1,1
2018/11/24,16:10:31.1,岐阜県飛騨地方,36°13.5′N,137°34.1′E,4 km,2.4,1
2018/11/24,15:27:23.0,岐阜県飛騨地方,36°13.6′N,137°34.0′E,4 km,2.0,1
2018/11/24,14:43:29.7,岐阜県飛騨地方,36°13.6′N,137°34.1′E,4 km,2.1,1
2018/11/24,13:09:48.6,岐阜県飛騨地方,36°13.8′N,137°34.2′E,4 km,2.4,1
2018/11/24,11:19:30.0,岐阜県飛騨地方,36°13.9′N,137°34.3′E,4 km,2.2,1
2018/11/24,10:48:20.3,岐阜県飛騨地方,36°13.6′N,137°34.1′E,4 km,2.2,1
2018/11/24,06:43:14.6,岐阜県飛騨地方,36°13.8′N,137°34.3′E,4 km,2.1,1
2018/11/24,06:06:55.1,岐阜県飛騨地方,36°13.6′N,137°33.8′E,4 km,2.2,1
2018/11/24,05:34:11.2,岐阜県飛騨地方,36°13.7′N,137°34.1′E,4 km,2.4,1
2018/11/24,05:02:51.0,岐阜県飛騨地方,36°13.7′N,137°34.0′E,4 km,2.7,1
2018/11/24,03:58:10.4,岐阜県飛騨地方,36°13.9′N,137°34.3′E,4 km,1.9,1
2018/11/24,02:59:58.0,岐阜県飛騨地方,36°13.7′N,137°34.1′E,4 km,2.1,1
2018/11/24,02:12:09.0,岐阜県飛騨地方,36°13.7′N,137°34.0′E,4 km,2.1,1
2018/11/24,01:36:58.0,宮城県沖,38°38.2′N,141°54.1′E,47 km,3.4,1
2018/11/24,01:29:10.7,宮古島近海,24°48.6′N,125°22.1′E,49 km,3.8,2
2018/11/24,01:03:39.8,青森県東方沖,41°34.1′N,142°03.4′E,66 km,3.6,2
2018/11/24,00:15:03.5,岐阜県飛騨地方,36°13.8′N,137°34.0′E,4 km,2.8,1
2018/11/23,23:47:08.2,岐阜県飛騨地方,36°13.9′N,137°34.3′E,4 km,1.9,1
2018/11/23,23:43:50.6,千葉県北西部,35°41.9′N,140°07.5′E,66 km,3.3,1
2018/11/23,23:30:14.1,福島県沖,37°04.3′N,141°10.3′E,50 km,5.0,4
2018/11/23,23:17:55.4,岐阜県飛騨地方,36°13.7′N,137°33.9′E,4 km,1.8,1
2018/11/23,22:24:53.1,岐阜県飛騨地方,36°13.8′N,137°34.1′E,4 km,2.3,1
2018/11/23,21:18:51.2,岐阜県飛騨地方,36°13.6′N,137°34.0′E,4 km,2.4,1
2018/11/23,20:12:44.4,岐阜県飛騨地方,36°13.8′N,137°34.1′E,4 km,2.3,1
2018/11/23,20:00:42.1,岐阜県飛騨地方,36°13.7′N,137°34.1′E,4 km,1.9,1
2018/11/23,19:47:53.3,福島県沖,37°23.4′N,141°41.2′E,44 km,3.9,1
2018/11/23,19:23:11.9,岐阜県飛騨地方,36°13.8′N,137°34.3′E,4 km,1.9,1
2018/11/23,17:09:41.8,徳島県南部,33°53.1′N,134°15.8′E,34 km,2.6,1
2018/11/23,04:21:50.4,千葉県北東部,35°26.2′N,140°22.3′E,31 km,2.6,1
2018/11/23,00:12:13.9,熊本県阿蘇地方,32°57.1′N,131°05.8′E,10 km,3.1,2
2018/11/22,14:15:32.9,沖縄本島近海,27°26.8′N,128°37.7′E,44 km,3.1,1
2018/11/22,14:04:14.2,西表島付近,24°14.4′N,123°48.2′E,16 km,3.2,1
2018/11/22,12:39:18.6,大阪府北部,34°49.1′N,135°37.7′E,10 km,2.6,1
2018/11/22,09:51:50.9,胆振地方中東部,42°37.6′N,141°58.9′E,37 km,2.7,1
2018/11/21,19:10:14.8,周防灘,33°56.2′N,131°26.0′E,17 km,3.1,1
2018/11/21,08:59:42.3,秋田県内陸南部,39°31.4′N,140°25.5′E,7 km,1.9,1
2018/11/21,07:28:54.1,千葉県北東部,35°44.3′N,140°40.8′E,50 km,3.7,2
2018/11/21,04:09:49.9,種子島近海,30°24.0′N,130°09.0′E,123 km,5.2,3
2018/11/21,00:38:30.8,浦河沖,42°01.4′N,142°34.8′E,65 km,3.5,1
2018/11/20,19:34:52.2,トカラ列島近海,29°21.5′N,129°48.4′E,65 km,4.0,1
2018/11/20,15:10:08.1,青森県東方沖,41°28.2′N,141°51.7′E,28 km,4.1,3
2018/11/20,13:59:29.0,宮城県沖,38°55.3′N,142°07.4′E,88 km,3.9,1
2018/11/20,08:15:46.8,和歌山県北部,34°15.2′N,135°08.0′E,6 km,1.7,1
2018/11/19,15:19:01.5,与那国島近海,23°55.6′N,122°27.6′E,22 km,4.8,1
2018/11/19,14:43:12.7,青森県東方沖,41°03.0′N,142°03.5′E,56 km,3.6,1
2018/11/19,10:55:44.4,三重県中部,34°52.9′N,136°12.9′E,10 km,1.9,1
2018/11/19,08:35:15.3,福島県沖,36°58.4′N,141°21.7′E,29 km,4.4,1
2018/11/19,08:02:06.9,宮古島近海,24°17.5′N,125°12.6′E,43 km,4.5,1
2018/11/19,07:02:30.3,紀伊水道,34°10.0′N,135°10.1′E,7 km,2.8,1
2018/11/18,13:00:36.5,秋田県内陸南部,39°10.0′N,140°39.1′E,4 km,2.4,2
2018/11/18,12:48:22.2,秋田県内陸南部,39°10.1′N,140°39.0′E,4 km,2.0,2
2018/11/18,04:10:46.1,胆振地方中東部,42°35.0′N,141°56.2′E,31 km,3.2,2
2018/11/17,22:41:27.2,福島県会津,37°03.5′N,139°20.1′E,7 km,2.0,1
2018/11/17,15:10:05.7,東京湾,35°35.9′N,139°53.3′E,21 km,3.1,1
2018/11/17,05:02:02.5,青森県東方沖,41°01.2′N,142°44.0′E,27 km,4.1,1
2018/11/16,13:42:05.6,釧路地方北部,43°36.4′N,144°24.9′E,3 km,1.2,1
2018/11/16,11:49:12.0,岩手県沖,39°37.9′N,142°06.2′E,48 km,4.1,3
2018/11/16,00:37:34.1,茨城県沖,36°00.1′N,141°10.9′E,34 km,3.6,1
2018/11/15,12:29:31.4,紀伊水道,33°50.8′N,134°58.8′E,12 km,3.0,1
2018/11/15,02:08:14.9,薩摩半島西方沖,31°00.4′N,129°00.3′E,17 km,4.0,1
2018/11/15,00:07:08.4,日向灘,32°03.1′N,131°57.2′E,30 km,3.7,1
2018/11/14,23:05:19.6,薩摩半島西方沖,31°09.6′N,130°22.1′E,157 km,3.8,1
2018/11/14,19:07:30.1,胆振地方中東部,42°41.8′N,141°57.9′E,32 km,4.7,4
2018/11/14,18:09:47.6,根室地方中部,43°21.1′N,145°01.8′E,113 km,3.7,2
2018/11/14,17:27:00.5,福島県会津,37°03.5′N,139°20.0′E,8 km,1.9,1
2018/11/14,13:09:41.3,千葉県南東沖,34°43.9′N,139°52.9′E,106 km,4.3,2
2018/11/13,23:45:45.9,福島県会津,37°03.5′N,139°19.8′E,7 km,2.0,1
2018/11/13,16:02:09.6,胆振地方中東部,42°37.2′N,141°59.6′E,28 km,2.7,1
2018/11/13,05:42:41.9,鳥取県中部,35°25.8′N,133°49.5′E,9 km,2.5,1
2018/11/13,04:15:33.2,胆振地方中東部,42°47.8′N,141°52.2′E,25 km,2.4,1
2018/11/12,15:56:31.1,長野県北部,36°37.6′N,138°21.8′E,1 km,2.6,1
2018/11/12,15:32:35.6,与那国島近海,23°51.3′N,123°22.1′E,31 km,4.5,1
2018/11/12,15:10:38.9,日向灘,32°03.0′N,131°56.8′E,32 km,3.5,1
2018/11/12,10:44:52.3,北海道南西沖,42°48.6′N,139°13.4′E,33 km,4.4,2
2018/11/12,04:33:39.1,千葉県南部,35°14.8′N,140°17.9′E,5 km,2.9,1
