date,time,place,latitude,longitude,depth,magnitude,sindo
2015/12/22,11:35:40.2,熊本県天草・芦北地方,32°21.9′N,130°38.0′E,10 km,3.0,1
2015/12/22,07:40:23.3,茨城県北部,36°45.7′N,140°35.7′E,6 km,3.4,2
2015/12/22,07:19:19.1,茨城県北部,36°46.0′N,140°34.5′E,7 km,2.9,1
2015/12/22,07:18:33.1,茨城県北部,36°45.8′N,140°35.1′E,9 km,3.9,3
2015/12/22,01:59:27.6,宮城県沖,38°11.3′N,141°50.1′E,60 km,4.2,2
2015/12/22,00:44:00.0,福島県沖,37°50.0′N,141°18.8′E,66 km,3.8,2
2015/12/21,17:00:31.2,福島県沖,36°51.4′N,141°14.4′E,28 km,4.2,2
2015/12/21,12:07:38.8,日向灘,32°26.9′N,132°01.4′E,22 km,3.9,2
2015/12/21,07:44:49.1,日高地方東部,42°19.4′N,143°03.2′E,49 km,3.8,1
2015/12/20,22:37:56.1,網走地方,43°29.3′N,144°04.1′E,0 km,2.5,2
2015/12/20,12:45:03.7,奄美大島近海,28°18.0′N,129°26.0′E,27 km,3.4,2
2015/12/20,09:17:48.5,奄美大島近海,28°17.5′N,129°26.4′E,28 km,3.4,1
2015/12/19,22:57:45.4,兵庫県南東部,34°56.9′N,135°20.5′E,5 km,1.7,1
2015/12/19,20:48:26.5,播磨灘,34°39.1′N,134°15.5′E,12 km,3.8,2
2015/12/19,15:17:22.9,陸奥湾,41°06.7′N,140°51.6′E,10 km,2.7,1
2015/12/19,11:44:11.8,福島県沖,37°39.7′N,142°00.6′E,31 km,4.4,1
2015/12/19,09:37:34.6,宮崎県南部山沿い,31°39.3′N,131°03.0′E,2 km,1.8,1
2015/12/19,03:41:07.0,宮城県沖,38°47.8′N,141°35.5′E,71 km,4.1,2
2015/12/18,23:13:38.8,長野県北部,36°42.4′N,138°09.5′E,8 km,2.5,2
2015/12/18,14:24:30.0,駿河湾,34°41.8′N,138°44.7′E,9 km,2.5,1
2015/12/18,09:47:31.1,茨城県沖,36°46.2′N,140°58.6′E,51 km,3.7,1
2015/12/18,08:01:52.1,茨城県沖,36°36.2′N,141°01.1′E,21 km,3.4,1
2015/12/18,07:58:20.7,岩手県沖,40°20.8′N,142°10.7′E,45 km,3.5,1
2015/12/18,06:31:37.3,オホーツク海南部,47°19.0′N,147°21.9′E,501 km,5.3,2
2015/12/18,03:35:35.6,北海道南西沖,42°39.5′N,139°12.6′E,28 km,3.2,1
2015/12/18,03:15:39.6,鹿児島県大隅地方,31°39.3′N,131°02.9′E,2 km,1.9,1
2015/12/18,03:11:58.4,根室半島南東沖,42°51.1′N,146°33.4′E,44 km,4.5,2
2015/12/18,01:06:06.7,北海道南西沖,41°50.3′N,139°39.2′E,17 km,3.4,1
2015/12/17,19:47:49.8,紀伊水道,34°08.5′N,135°04.9′E,9 km,2.6,1
2015/12/17,19:12:21.0,宮崎県南部山沿い,31°39.4′N,131°03.0′E,3 km,1.7,1
2015/12/17,18:13:54.3,鹿児島県大隅地方,31°39.2′N,131°02.8′E,2 km,2.3,1
2015/12/17,18:12:49.2,鹿児島県大隅地方,31°39.3′N,131°02.8′E,3 km,1.9,1
2015/12/17,18:11:18.8,鹿児島県大隅地方,31°39.3′N,131°02.8′E,2 km,2.7,2
2015/12/17,14:00:32.0,新潟県中越地方,37°15.4′N,138°45.2′E,12 km,1.9,1
2015/12/17,13:11:47.0,宮崎県南部山沿い,31°39.4′N,131°03.2′E,3 km,2.8,3
2015/12/17,11:43:58.1,茨城県沖,36°11.8′N,140°58.0′E,44 km,3.5,1
2015/12/17,10:44:00.6,茨城県沖,36°25.8′N,140°39.4′E,53 km,3.4,2
2015/12/17,08:39:38.9,宮城県沖,38°32.3′N,141°49.9′E,51 km,3.5,1
2015/12/17,03:20:04.6,宮崎県南部山沿い,31°39.3′N,131°03.0′E,1 km,2.8,3
2015/12/16,16:17:38.5,鳥取県中部,35°26.9′N,133°54.5′E,7 km,1.9,1
2015/12/16,15:37:16.8,鳥取県中部,35°26.9′N,133°54.4′E,8 km,2.4,2
2015/12/16,07:41:36.7,宮城県沖,38°55.1′N,141°56.0′E,51 km,3.8,2
2015/12/16,07:07:19.2,根室半島南東沖,42°51.2′N,146°32.4′E,43 km,4.3,1
2015/12/16,06:53:57.4,大隅半島東方沖,30°50.8′N,131°25.5′E,33 km,3.9,1
2015/12/16,00:53:33.6,山梨県東部・富士五湖,35°31.5′N,138°57.6′E,19 km,3.8,2
2015/12/16,00:13:47.8,山梨県東部・富士五湖,35°31.5′N,138°57.6′E,19 km,3.2,2
2015/12/15,18:18:45.6,十勝地方南部,42°21.0′N,143°06.4′E,50 km,3.6,1
2015/12/15,18:02:57.0,埼玉県北部,36°06.5′N,139°21.0′E,65 km,3.0,1
2015/12/15,17:39:42.0,愛知県西部,35°03.2′N,137°17.2′E,39 km,2.9,1
2015/12/15,07:30:52.1,沖縄本島近海,26°54.2′N,127°26.7′E,24 km,3.6,1
2015/12/15,05:48:46.8,紀伊水道,34°08.6′N,135°04.5′E,9 km,2.4,1
2015/12/14,23:53:35.9,宮城県沖,38°14.3′N,141°41.3′E,51 km,3.4,1
2015/12/14,21:25:41.8,鳥取県中部,35°26.8′N,133°54.4′E,8 km,1.9,1
2015/12/14,17:17:15.6,鳥取県中部,35°26.7′N,133°54.7′E,8 km,2.1,1
2015/12/14,15:12:12.9,日向灘,32°08.2′N,132°03.9′E,30 km,3.2,1
2015/12/14,15:04:42.2,鳥取県中部,35°26.7′N,133°54.6′E,7 km,2.2,2
2015/12/14,15:01:37.2,鳥取県中部,35°26.7′N,133°54.6′E,8 km,4.2,4
2015/12/14,13:44:36.9,鳥取県中部,35°26.8′N,133°54.5′E,7 km,2.8,2
2015/12/14,12:51:22.2,鳥取県中部,35°26.9′N,133°54.5′E,8 km,2.2,2
2015/12/14,10:26:20.6,茨城県北部,36°40.6′N,140°39.0′E,11 km,3.6,2
2015/12/14,08:20:02.7,沖縄本島近海,26°40.3′N,127°46.1′E,47 km,3.4,1
2015/12/14,07:43:00.9,和歌山県北部,34°15.2′N,135°25.1′E,8 km,2.3,1
2015/12/14,06:14:26.3,新島・神津島近海,34°23.2′N,139°11.4′E,11 km,2.3,1
2015/12/14,04:52:24.0,沖縄本島近海,26°16.5′N,127°39.2′E,22 km,2.3,1
2015/12/13,21:29:30.1,宮城県沖,38°20.2′N,141°36.7′E,55 km,3.4,1
2015/12/13,20:10:15.7,大隅半島東方沖,31°23.8′N,131°25.8′E,37 km,3.4,1
2015/12/13,18:32:47.4,紀伊水道,34°08.7′N,135°04.9′E,9 km,3.9,3
2015/12/13,16:53:45.7,秋田県内陸南部,39°34.4′N,140°20.9′E,5 km,2.3,1
2015/12/13,14:58:23.8,トカラ列島近海,29°16.6′N,129°15.1′E,10 km,1.9,1
2015/12/13,13:52:26.0,千葉県東方沖,35°39.9′N,140°50.4′E,13 km,2.9,1
2015/12/13,11:57:24.0,静岡県中部,34°59.7′N,138°22.0′E,27 km,3.3,1
2015/12/13,10:52:12.4,千島列島,46°37.9′N,153°01.3′E,30 km,5.8,1
2015/12/13,07:03:57.6,薩摩半島西方沖,31°10.4′N,129°06.8′E,6 km,4.3,2
2015/12/13,06:05:52.0,宮城県沖,38°53.4′N,141°58.3′E,49 km,4.0,2
2015/12/13,03:37:15.7,薩摩半島西方沖,31°11.0′N,129°07.7′E,8 km,4.3,1
2015/12/12,13:31:59.7,岐阜県飛騨地方,36°14.7′N,136°54.3′E,8 km,2.5,1
2015/12/12,09:02:54.1,岩手県沖,39°06.1′N,142°07.8′E,45 km,3.4,1
2015/12/11,21:33:19.1,栃木県南部,36°36.5′N,139°32.0′E,7 km,3.7,2
2015/12/11,20:59:38.5,和歌山県北部,34°02.2′N,135°15.4′E,5 km,1.8,1
2015/12/11,20:38:13.2,日向灘,32°11.7′N,132°08.3′E,18 km,3.3,1
2015/12/11,03:11:12.1,岩手県沖,39°41.3′N,142°13.8′E,47 km,4.0,2
2015/12/10,15:08:01.1,熊本県熊本地方,32°52.6′N,130°56.3′E,9 km,2.5,2
2015/12/10,13:58:13.2,四国沖,32°38.6′N,133°24.2′E,33 km,3.0,1
2015/12/10,01:30:03.4,千葉県東方沖,35°22.4′N,140°40.9′E,36 km,3.3,2
2015/12/09,23:32:12.4,茨城県沖,36°34.4′N,141°09.0′E,31 km,3.0,1
2015/12/09,12:26:29.6,宮城県沖,38°42.1′N,142°15.6′E,38 km,4.1,1
2015/12/09,12:05:10.1,宮城県沖,38°41.7′N,142°16.1′E,38 km,4.0,1
2015/12/09,05:05:03.1,福島県沖,37°16.4′N,141°04.9′E,25 km,3.5,2
2015/12/08,18:28:03.9,種子島近海,30°57.6′N,130°23.5′E,126 km,4.4,2
2015/12/08,16:59:24.7,宮城県沖,38°32.0′N,141°43.0′E,54 km,3.6,1
2015/12/08,15:33:31.9,熊本県熊本地方,32°58.2′N,130°55.6′E,4 km,2.2,1
2015/12/08,15:07:35.3,宮城県沖,38°41.4′N,142°15.9′E,39 km,4.1,2
2015/12/08,14:58:06.7,宮城県沖,38°41.3′N,142°15.7′E,38 km,4.1,2
2015/12/08,14:32:34.7,熊本県熊本地方,32°58.4′N,130°54.6′E,4 km,2.8,2
2015/12/08,14:26:31.6,熊本県熊本地方,32°58.4′N,130°54.6′E,4 km,3.0,2
2015/12/08,12:37:32.7,岩手県内陸南部,39°03.4′N,140°52.1′E,7 km,3.6,2
2015/12/08,01:22:36.8,茨城県沖,36°10.7′N,140°38.6′E,53 km,4.4,3
2015/12/07,18:02:52.9,茨城県沖,36°14.4′N,140°59.2′E,41 km,3.3,1
2015/12/07,12:24:02.6,福島県会津,37°40.6′N,139°55.8′E,8 km,2.0,1
2015/12/07,11:39:27.8,岩手県内陸南部,39°03.3′N,140°51.3′E,8 km,3.7,2
2015/12/07,06:25:09.5,熊本県熊本地方,32°58.4′N,130°55.3′E,5 km,3.1,3
2015/12/07,04:12:13.9,北海道東方沖,43°34.1′N,147°14.0′E,32 km,4.3,1
2015/12/06,23:44:39.5,熊本県熊本地方,32°58.6′N,130°55.2′E,4 km,2.0,1
2015/12/06,16:07:08.4,島根県東部,35°08.4′N,133°07.4′E,9 km,2.8,1
2015/12/06,10:36:06.4,長野県北部,36°56.6′N,138°28.1′E,6 km,2.1,1
2015/12/05,21:57:13.4,新潟県中越地方,37°17.7′N,138°52.5′E,12 km,2.5,1
2015/12/05,14:30:20.1,宮城県沖,38°14.4′N,141°54.8′E,52 km,3.7,1
2015/12/05,11:51:39.9,熊本県熊本地方,32°58.3′N,130°55.3′E,5 km,2.0,1
2015/12/05,02:10:00.3,茨城県南部,36°01.4′N,140°03.6′E,58 km,3.1,1
2015/12/05,00:40:34.1,トカラ列島近海,29°10.4′N,129°13.0′E,13 km,2.2,1
2015/12/05,00:39:23.7,トカラ列島近海,29°10.2′N,129°17.0′E,10 km,2.1,1
2015/12/05,00:27:55.0,茨城県沖,36°18.4′N,140°54.6′E,26 km,3.4,1
2015/12/05,00:06:47.2,熊本県熊本地方,32°58.4′N,130°55.5′E,5 km,2.1,1
2015/12/04,17:58:04.1,宮城県沖,38°47.9′N,142°02.0′E,46 km,3.4,1
2015/12/04,09:42:21.0,福島県沖,37°08.2′N,141°04.0′E,55 km,3.9,2
2015/12/04,09:37:05.6,茨城県南部,35°57.9′N,140°03.3′E,61 km,4.1,2
2015/12/04,09:33:02.7,伊勢湾,34°51.9′N,136°40.2′E,8 km,3.0,1
2015/12/04,05:40:38.5,熊本県熊本地方,32°58.3′N,130°55.3′E,6 km,3.2,3
2015/12/04,05:35:46.7,熊本県熊本地方,32°58.3′N,130°55.4′E,4 km,2.3,1
2015/12/04,05:35:04.6,熊本県熊本地方,32°58.4′N,130°55.3′E,5 km,2.4,2
2015/12/04,04:29:44.1,浦河沖,42°08.1′N,142°47.5′E,21 km,2.7,1
2015/12/04,03:54:11.8,茨城県南部,35°58.4′N,140°05.2′E,61 km,3.2,1
2015/12/04,03:45:48.3,熊本県阿蘇地方,32°52.7′N,131°06.3′E,0 km,1.3,1
2015/12/03,21:21:15.5,千葉県東方沖,35°39.7′N,140°59.8′E,15 km,4.2,2
2015/12/03,21:08:34.4,薩摩半島西方沖,31°11.7′N,129°12.2′E,9 km,4.4,1
2015/12/03,17:40:25.7,熊本県熊本地方,32°58.3′N,130°55.2′E,5 km,2.4,1
2015/12/03,17:39:36.7,熊本県熊本地方,32°58.3′N,130°55.2′E,6 km,2.7,2
2015/12/03,15:02:25.7,鳥取県中部,35°26.8′N,133°54.5′E,8 km,1.9,1
2015/12/03,11:17:32.0,兵庫県南東部,34°55.8′N,135°21.8′E,6 km,2.4,1
2015/12/03,06:17:27.8,宮城県沖,38°14.1′N,141°59.7′E,58 km,3.7,2
2015/12/03,03:49:28.8,群馬県南部,36°13.6′N,138°50.1′E,7 km,1.6,1
2015/12/02,21:10:43.0,沖縄本島近海,27°15.4′N,128°24.4′E,46 km,3.4,1
2015/12/02,21:06:15.0,青森県東方沖,40°42.3′N,142°25.0′E,48 km,3.8,2
2015/12/02,19:36:05.1,岐阜県飛騨地方,36°18.0′N,137°03.5′E,8 km,2.6,1
2015/12/02,13:41:19.7,宮城県沖,38°20.6′N,141°51.0′E,63 km,4.6,3
2015/12/02,13:08:42.2,茨城県南部,36°04.7′N,139°51.1′E,46 km,3.0,1
2015/12/02,12:19:30.3,長野県南部,35°56.3′N,137°32.4′E,9 km,2.6,1
2015/12/02,07:48:06.3,宮城県沖,38°40.7′N,142°16.2′E,39 km,4.6,3
2015/12/02,01:07:15.8,茨城県南部,36°08.5′N,140°04.9′E,50 km,3.8,2
2015/12/01,15:21:18.3,沖縄本島近海,26°18.9′N,127°21.1′E,46 km,3.7,2
2015/11/30,21:50:06.0,房総半島南方沖,34°14.2′N,140°22.3′E,61 km,4.1,1
2015/11/30,14:42:38.2,奄美大島北東沖,28°36.0′N,130°39.5′E,64 km,4.1,1
2015/11/30,06:05:21.5,奈良県,34°25.5′N,135°52.6′E,9 km,2.6,1
2015/11/30,06:04:29.3,奈良県,34°25.5′N,135°52.7′E,10 km,3.4,3
2015/11/30,04:01:03.7,薩摩半島西方沖,31°10.9′N,129°04.7′E,13 km,4.0,1
2015/11/29,18:48:14.1,薩摩半島西方沖,31°09.6′N,129°07.4′E,5 km,4.4,2
2015/11/29,18:08:55.7,新潟県中越地方,37°00.6′N,138°42.2′E,8 km,2.3,1
2015/11/29,16:38:31.9,宮城県沖,38°19.3′N,141°51.5′E,47 km,4.1,3
2015/11/29,16:37:12.5,福井県嶺北,35°56.1′N,136°19.9′E,6 km,2.9,2
2015/11/29,03:44:12.3,岐阜県飛騨地方,36°04.4′N,137°32.9′E,7 km,2.8,2
2015/11/28,21:13:05.8,種子島南東沖,30°14.7′N,131°31.5′E,44 km,4.2,1
2015/11/28,16:28:03.8,茨城県北部,36°48.4′N,140°31.4′E,8 km,3.1,1
2015/11/28,15:47:51.7,茨城県北部,36°27.2′N,140°36.0′E,56 km,3.3,1
2015/11/28,11:51:08.1,根室半島南東沖,43°13.4′N,146°30.1′E,71 km,5.6,4
2015/11/28,00:50:24.7,浦河沖,41°54.4′N,142°19.7′E,69 km,3.5,1
2015/11/27,21:51:02.7,岩手県沖,40°09.4′N,142°28.5′E,33 km,4.4,2
2015/11/27,17:14:32.6,熊本県熊本地方,32°58.2′N,130°55.2′E,5 km,1.9,1
2015/11/27,17:08:23.0,熊本県熊本地方,32°58.3′N,130°55.3′E,6 km,2.4,2
2015/11/27,16:56:40.7,千葉県東方沖,35°29.9′N,140°54.0′E,22 km,3.9,1
2015/11/27,14:36:09.3,神奈川県西部,35°15.1′N,139°10.7′E,14 km,2.8,1
2015/11/26,21:27:02.9,岩手県沖,40°16.0′N,142°16.6′E,38 km,3.7,1
2015/11/26,09:43:57.5,トカラ列島近海,28°59.2′N,129°26.4′E,70 km,3.8,1
2015/11/26,06:51:20.8,浦河沖,42°03.3′N,142°28.9′E,68 km,3.9,2
2015/11/26,00:49:34.6,大分県西部,33°04.4′N,131°14.1′E,4 km,2.7,1
2015/11/25,23:07:30.5,奄美大島近海,28°17.2′N,130°00.9′E,10 km,2.2,2
2015/11/25,22:52:16.9,石川県加賀地方,36°22.3′N,136°34.3′E,7 km,2.7,2
2015/11/25,12:13:13.3,伊豆半島東方沖,35°00.4′N,139°16.0′E,15 km,2.9,1
2015/11/25,04:33:11.1,紀伊水道,34°10.1′N,135°10.7′E,7 km,2.1,1
2015/11/24,13:07:16.2,京都府南部,34°58.7′N,135°41.7′E,11 km,3.6,3
2015/11/24,04:10:46.6,岩手県沖,40°11.9′N,142°20.1′E,37 km,3.7,1
2015/11/23,14:04:28.2,十勝地方中部,42°41.8′N,142°59.1′E,98 km,3.3,1
2015/11/22,23:33:15.4,土佐湾,33°23.1′N,133°58.5′E,27 km,3.0,1
2015/11/22,17:47:04.9,釧路沖,42°44.7′N,145°32.4′E,43 km,4.5,1
2015/11/22,09:37:12.5,根室半島南東沖,42°54.4′N,146°16.3′E,43 km,4.7,2
2015/11/22,08:20:26.9,茨城県沖,36°25.7′N,140°41.2′E,52 km,4.8,4
2015/11/22,07:47:30.5,福島県浜通り,37°19.2′N,140°52.0′E,68 km,3.7,1
2015/11/22,02:49:02.5,父島近海,26°25.6′N,142°15.2′E,47 km,不明,1
2015/11/21,14:40:17.0,父島近海,26°21.5′N,143°04.4′E,16 km,4.6,1
2015/11/21,10:30:34.0,栃木県北部,36°37.1′N,139°29.0′E,5 km,2.6,1
2015/11/21,04:54:39.6,兵庫県南西部,34°58.1′N,134°48.6′E,14 km,2.6,1
2015/11/20,16:06:16.5,父島近海,26°22.0′N,143°07.7′E,0 km,5.0,1
2015/11/20,15:44:32.5,福島県沖,37°01.0′N,141°08.0′E,51 km,4.1,2
2015/11/20,14:45:01.6,茨城県北部,36°40.9′N,140°39.1′E,10 km,2.6,1
2015/11/20,14:33:56.1,父島近海,26°19.2′N,143°02.5′E,0 km,5.2,1
2015/11/20,14:31:47.6,父島近海,26°23.0′N,143°06.3′E,0 km,6.3,2
2015/11/20,12:37:41.3,千葉県北東部,35°44.5′N,140°38.6′E,51 km,3.1,1
2015/11/20,10:25:57.8,トカラ列島近海,29°15.5′N,129°08.6′E,9 km,2.9,1
2015/11/20,10:24:36.2,トカラ列島近海,29°13.1′N,129°09.9′E,10 km,2.8,1
2015/11/20,10:08:42.5,父島近海,26°24.2′N,143°03.2′E,7 km,5.2,1
2015/11/20,08:15:53.1,茨城県北部,36°40.2′N,140°39.1′E,10 km,4.3,3
2015/11/20,04:46:31.6,石川県能登地方,37°19.8′N,137°00.3′E,12 km,2.7,1
2015/11/20,03:25:11.0,宮城県沖,38°18.6′N,142°26.3′E,38 km,4.4,1
2015/11/19,23:41:45.7,薩摩半島西方沖,31°15.4′N,128°42.2′E,12 km,4.6,1
2015/11/19,18:33:01.9,福島県沖,37°32.0′N,141°24.5′E,51 km,4.9,4
2015/11/19,12:39:23.5,福島県沖,37°06.6′N,141°06.4′E,53 km,4.0,3
2015/11/19,12:18:36.6,網走地方,43°45.0′N,144°43.6′E,0 km,3.8,2
2015/11/19,08:30:07.6,岩手県沿岸北部,39°39.2′N,141°52.4′E,66 km,3.9,2
2015/11/19,07:46:17.6,熊本県熊本地方,32°58.2′N,130°55.4′E,5 km,2.3,1
2015/11/19,04:56:45.4,薩摩半島西方沖,31°09.1′N,128°50.9′E,3 km,4.3,1
2015/11/18,22:42:34.2,宮城県沖,38°37.0′N,141°54.0′E,48 km,4.1,2
2015/11/18,18:38:07.5,兵庫県南東部,34°51.7′N,134°56.5′E,12 km,3.1,1
2015/11/18,14:04:30.9,岩手県沖,40°13.3′N,142°19.0′E,20 km,3.5,1
2015/11/18,13:38:44.3,薩摩半島西方沖,31°20.6′N,128°40.1′E,8 km,5.0,1
2015/11/18,10:21:00.9,紀伊水道,34°12.0′N,135°07.9′E,7 km,2.8,2
2015/11/18,07:46:06.9,茨城県南部,35°59.2′N,140°14.9′E,40 km,3.1,1
2015/11/18,06:49:43.1,宗谷地方北部,45°18.6′N,141°46.0′E,14 km,2.1,1
2015/11/18,02:14:52.7,岐阜県美濃中西部,35°34.7′N,136°23.4′E,12 km,3.3,2
2015/11/17,15:02:48.5,岐阜県美濃中西部,35°43.4′N,136°30.4′E,8 km,2.2,1
2015/11/17,12:08:03.2,津軽海峡,41°39.8′N,140°47.8′E,16 km,2.9,1
2015/11/17,11:07:10.5,薩摩半島西方沖,31°13.1′N,128°43.2′E,6 km,4.4,1
2015/11/17,03:20:44.7,宮城県沖,38°41.9′N,141°47.7′E,53 km,2.9,1
2015/11/16,16:31:10.0,薩摩半島西方沖,31°08.1′N,128°47.7′E,1 km,4.6,2
2015/11/16,07:55:57.7,宮崎県北部平野部,32°12.9′N,131°25.3′E,63 km,2.9,1
2015/11/16,02:11:43.7,十勝地方南部,42°32.4′N,143°08.3′E,93 km,4.4,3
2015/11/15,21:40:54.2,青森県津軽南部,40°41.3′N,140°30.9′E,13 km,2.8,2
2015/11/15,12:36:06.0,薩摩半島西方沖,31°13.2′N,128°40.9′E,10 km,4.3,1
2015/11/15,08:09:54.0,国後島付近,44°20.9′N,145°47.1′E,20 km,4.1,1
2015/11/15,05:34:25.5,薩摩半島西方沖,31°13.4′N,128°39.2′E,9 km,5.1,2
2015/11/15,04:20:18.2,薩摩半島西方沖,31°19.8′N,128°43.0′E,9 km,5.9,3
2015/11/15,03:26:50.5,根室半島南東沖,42°59.0′N,145°48.0′E,47 km,4.4,3
2015/11/14,19:21:41.6,三陸沖,38°01.1′N,143°48.6′E,44 km,5.1,2
2015/11/14,17:40:52.8,薩摩半島西方沖,31°20.1′N,128°42.6′E,5 km,4.7,1
2015/11/14,15:15:45.9,種子島近海,30°55.2′N,130°55.5′E,56 km,3.7,1
2015/11/14,14:26:24.8,薩摩半島西方沖,31°13.5′N,128°41.3′E,7 km,4.3,1
2015/11/14,12:51:50.9,薩摩半島西方沖,31°11.6′N,128°40.9′E,13 km,4.6,2
2015/11/14,10:11:49.0,薩摩半島西方沖,31°14.7′N,128°42.6′E,9 km,4.3,2
2015/11/14,06:36:24.9,薩摩半島西方沖,31°13.7′N,128°40.0′E,2 km,4.5,1
2015/11/14,06:17:20.9,薩摩半島西方沖,30°51.7′N,128°32.7′E,1 km,5.2,2
2015/11/14,05:51:30.1,薩摩半島西方沖,30°56.5′N,128°35.4′E,17 km,7.1,4
2015/11/13,22:37:27.3,紀伊水道,34°11.7′N,135°07.5′E,6 km,4.1,3
2015/11/13,21:17:14.1,茨城県沖,36°14.1′N,140°53.0′E,46 km,3.3,1
2015/11/13,16:31:03.9,兵庫県南西部,34°58.3′N,134°48.5′E,14 km,2.8,1
2015/11/13,14:12:13.7,宮城県沖,38°58.0′N,141°39.5′E,73 km,4.3,2
2015/11/13,06:22:58.1,茨城県沖,36°31.5′N,140°53.5′E,49 km,3.6,1
2015/11/13,03:52:19.3,新島・神津島近海,34°30.0′N,139°13.1′E,5 km,2.0,1
2015/11/13,00:57:03.6,茨城県沖,35°53.4′N,140°54.1′E,42 km,3.1,1
2015/11/12,13:59:43.3,紀伊水道,34°11.8′N,135°07.9′E,6 km,2.5,1
2015/11/12,08:51:16.2,岩手県沿岸南部,39°11.6′N,141°50.0′E,54 km,3.4,1
2015/11/12,07:47:58.3,紀伊水道,34°11.8′N,135°08.0′E,6 km,2.3,1
2015/11/12,01:25:29.4,紀伊水道,34°11.6′N,135°07.5′E,6 km,2.6,1
2015/11/12,01:22:51.5,紀伊水道,34°11.8′N,135°07.8′E,7 km,3.3,2
2015/11/12,00:33:19.4,与那国島近海,24°27.1′N,122°41.8′E,97 km,5.0,3
2015/11/11,14:07:16.2,三重県南東沖,34°01.2′N,136°49.3′E,24 km,3.6,1
2015/11/11,12:49:29.4,福島県沖,37°30.9′N,141°19.8′E,52 km,3.3,1
2015/11/11,11:43:15.1,愛知県西部,35°14.0′N,137°13.9′E,13 km,2.4,1
2015/11/11,06:36:33.1,宮城県北部,38°52.4′N,141°40.5′E,65 km,2.8,1
